,date,artist,track,time,position
1533,2000-08-12,Sister Hazel,Change Your Mind,4:02,63
1534,1999-11-27,Smash Mouth,Then The Morning Com...,3:04,27
1536,2000-05-06,Son By Four,A Puro Dolor (Purest...,3:30,72
1537,2000-02-19,Sonique,It Feels So Good,3:48,19
1538,2000-08-05,SoulDecision,Faded,3:25,56
1539,2000-02-26,"Spears, Britney",From The Bottom Of M...,4:30,14
1540,2000-09-09,"Spears, Britney",Lucky,3:23,23
1541,2000-05-20,"Spears, Britney",Oops!.. I Did It Aga...,3:30,15
1543,2000-07-08,Splender,I Think God Can Expl...,3:55,62
1544,2000-06-10,Sting,Desert Rose,3:52,55
1545,2000-08-05,Stone Temple Pilots,Sour Girl,4:16,78
1546,2000-01-22,"Stone, Angie",No More Rain (In Thi...,4:42,56
1547,2000-09-23,"Strait, George",Go On,3:48,53
1548,2000-02-26,"Strait, George",The Best Day,3:24,44
1549,2000-02-12,Sugar Ray,Falls Apart,4:15,34
1550,2000-03-11,TLC,Dear Lie,4:36,56
1551,2000-04-22,Tamar,If You Don't Wanna L...,4:02,92
1552,2000-10-14,Tamia,Can't Go For That,3:38,97
1553,2000-09-30,Third Eye Blind,Deep Inside Of You,4:10,70
1554,2000-02-19,Third Eye Blind,Never Let You Go,3:57,23
1555,2000-12-23,"Thomas, Carl",Emotional,4:31,54
1556,2000-04-22,"Thomas, Carl",I Wish,3:50,32
1557,2000-10-21,"Thomas, Carl",Summer Rain,4:57,82
1558,2000-09-23,"Tippin, Aaron",Kiss This,2:53,52
1559,1999-11-06,Train,Meet Virginia,3:55,48
1560,2000-06-17,Trick Daddy,Shut Up,4:17,83
1562,2000-09-16,"Tritt, Travis",Best Of Intentions,4:15,63
1564,2000-08-12,"Urban, Keith",Your Everything,4:10,67
1565,2000-12-02,Usher,Pop Ya Collar,3:36,62
1566,2000-04-01,"Vassar, Phil",Carlene,4:07,57
1567,2000-10-28,"Vassar, Phil",Just Another Day In ...,3:54,53
1568,2000-02-19,Vertical Horizon,Everything You Want,4:01,40
1569,2000-09-23,Vertical Horizon,You're A God,3:45,37
1570,2000-05-13,Vitamin C,Graduation (Friends ...,4:23,46
1571,2000-12-30,Vitamin C,The Itch,3:30,57
1572,2000-01-01,"Walker, Clay","Live, Laugh, Love",4:06,94
1573,2000-05-13,"Walker, Clay",The Chain Of Love,5:03,51
1574,2000-11-25,"Wallflowers, The",Sleepwalker,3:29,90
1575,2000-04-29,Westlife,Swear It Again,4:07,55
1576,1999-12-18,"Williams, Robbie",Angels,3:56,62
1577,2000-02-12,"Wills, Mark",Back At One,4:00,37
1578,2000-07-15,"Worley, Darryl",When You Need My Lov...,3:35,85
1579,2000-04-01,"Wright, Chely",It Was,3:51,71
1580,2000-05-27,Yankee Grey,Another Nine Minutes,3:10,83
1581,2000-04-29,"Yearwood, Trisha",Real Live Woman,3:55,81
1582,2000-04-15,Ying Yang Twins,Whistle While You Tw...,4:19,84
1584,2000-05-27,matchbox twenty,Bent,4:12,22
1585,2000-04-01,2 Pac,Baby Don't Cry (Keep...,4:22,94
1587,2000-05-13,3 Doors Down,Kryptonite,3:53,57
1588,2000-11-25,3 Doors Down,Loser,4:24,65
1589,2000-05-20,504 Boyz,Wobble Wobble,3:35,31
1590,2000-09-23,98^0,Give Me Just One Nig...,3:24,19
1592,2000-03-04,Aaliyah,I Don't Wanna,4:15,35
1593,2000-04-22,Aaliyah,Try Again,4:03,18
1594,2000-09-30,"Adams, Yolanda",Open My Heart,5:30,67
1595,2000-06-03,"Adkins, Trace",More,3:05,69
1596,2000-09-09,"Aguilera, Christina",Come On Over Baby (A...,3:38,18
1597,2000-05-20,"Aguilera, Christina",I Turn To You,4:00,19
1598,2000-01-01,"Aguilera, Christina",What A Girl Wants,3:18,13
1599,2000-05-13,Alice Deejay,Better Off Alone,6:50,36
1601,1999-08-21,Amber,Sexual,4:38,93
1603,2000-10-21,"Anthony, Marc",My Baby You,3:59,81
1604,2000-04-01,"Anthony, Marc",You Sang To Me,3:50,27
1605,2000-12-09,Avant,My First Love,4:28,33
1606,2000-06-03,Avant,Separated,4:13,30
1607,2000-06-03,BBMak,Back Here,3:35,34
1608,2000-11-18,"Backstreet Boys, The",Shape Of My Heart,3:49,12
1609,2000-02-05,"Backstreet Boys, The",Show Me The Meaning ...,3:54,14
1610,2000-07-01,"Backstreet Boys, The",The One,3:46,30
1611,2000-09-23,"Badu, Erkyah",Bag Lady,5:03,42
1612,2000-08-26,Baha Men,Who Let The Dogs Out,3:17,54
1613,2000-10-14,Barenaked Ladies,Pinch Me,3:46,37
1614,2000-11-25,Beenie Man,Girls Dem Sugar,4:17,63
1615,2000-06-24,Before Dark,Monica,4:04,87
1617,2000-05-27,Big Punisher,It's So Hard,3:25,81
1618,2000-04-08,Black Rob,Whoa!,4:04,46
1619,2000-03-25,"Black, Clint",Been There,5:28,57
1620,1999-11-27,Blaque,Bring It All To Me,3:46,19
1621,1999-12-18,"Blige, Mary J.",Deep Inside,5:26,73
1622,2000-05-20,"Blige, Mary J.",Give Me You,5:00,77
1623,2000-01-08,Blink-182,All The Small Things,2:52,51
1624,2000-04-22,Bloodhound Gang,The Bad Touch,4:20,57
1625,2000-09-16,Bon Jovi,It's My Life,3:44,45
1626,2000-04-22,"Braxton, Toni",He Wasn't Man Enough,4:21,24
1627,2000-09-02,"Braxton, Toni",Just Be A Man About ...,4:10,32
1630,2000-05-13,"Brock, Chad",Yes!,3:22,47
1631,2000-07-15,Brooks & Dunn,You'll Always Be Lov...,2:58,83
1632,2000-03-25,"Brooks, Garth",Do What You Gotta Do,2:56,77
1633,2000-03-04,"Byrd, Tracy",Put Your Hand In Min...,4:30,88
1634,2000-11-25,"Cagle, Chris",My Love Goes On And ...,3:02,83
1635,2000-11-18,Cam'ron,What Means The World...,4:38,83
1636,2000-07-29,"Carey, Mariah",Crybaby,5:19,90
1637,2000-01-15,"Carey, Mariah",Thank God I Found Yo...,4:14,37
1638,2000-09-30,"Carter, Aaron",Aaron's Party (Come ...,3:23,37
1639,2000-07-29,"Carter, Torrey",Take That,3:43,87
1640,2000-11-04,Changing Faces,That Other Woman,4:00,76
1641,2000-11-25,"Chesney, Kenny",I Lost It,3:54,53
1642,2000-05-06,"Chesney, Kenny",What I Need To Do,4:05,69
1643,2000-12-23,Clark Family Experience,Meanwhile Back At Th...,2:56,80
1644,2001-01-20,"Clark, Terri",A Little Gasoline,3:07,99
1645,2000-09-09,Common,The Light,3:55,44
1646,1999-12-11,Counting Crows,Hanginaround,4:07,37
1647,1999-10-16,Creed,Higher,5:16,58
1648,2000-06-17,Creed,With Arms Wide Open,3:52,68
1649,2000-10-28,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,88
1651,2000-02-26,D'Angelo,Untitled (How Does I...,7:10,25
1652,2000-04-01,DMX,Party Up (Up In Here...,3:45,44
1653,2000-08-05,DMX,What You Want,4:05,79
1654,2000-02-19,DMX,What's My Name,3:50,73
1655,2000-04-01,Da Brat,That's What I'm Look...,3:44,60
1656,2000-07-08,Da Brat,What'Chu Like,3:57,41
1657,2000-04-29,"Davidson, Clay",Unconditional,3:56,78
1659,2000-10-28,Destiny's Child,Independent Women Pa...,3:38,15
1660,2000-06-17,Destiny's Child,Jumpin' Jumpin',3:48,50
1661,2000-01-29,Destiny's Child,Say My Name,4:31,13
1662,2000-09-16,"Diffie, Joe",It's Always Somethin...,2:55,57
1663,2000-02-05,"Diffie, Joe",The Quittin' Kind,3:23,94
1664,1999-12-18,"Dion, Celine",That's The Way It Is,4:03,34
1665,2000-07-29,"Dixie Chicks, The",Cold Day In July,5:12,68
1666,2000-01-01,"Dixie Chicks, The",Cowboy Take Me Away,4:51,52
1667,2000-04-22,"Dixie Chicks, The",Goodbye Earl,4:19,20
1668,2000-11-11,"Dixie Chicks, The",Without You,3:32,49
1669,2000-02-26,Dr. Dre,Forgot About Dre,3:42,30
1670,2000-07-01,Dr. Dre,The Next Episode,2:38,41
1671,2000-03-18,Drama,"Left, Right, Left",3:37,73
1672,2000-11-04,Dream,He Loves U Not,3:43,42
1673,2000-02-12,"Eastsidaz, The",G'D Up,4:27,47
1675,2000-01-15,Eiffel 65,Blue,3:29,11
1676,2000-01-01,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,7
1677,2000-12-09,Eminem,Stan,5:26,51
1678,2000-06-10,Eminem,The Real Slim Shady,4:42,7
1679,2000-09-30,Eminem,The Way I Am,4:40,58
1682,2000-11-25,"Evans, Sara",Born To Fly,5:36,51
1684,2000-02-12,Eve,Love Is Blind,3:51,40
1685,2000-08-12,Everclear,Wonderful,4:30,25
1686,2000-07-15,"Fabian, Lara",I Will Love Again,3:43,52
1687,1999-12-18,Fatboy Slim,The Rockafeller Skan...,4:00,77
1688,2000-01-01,Filter,Take A Picture,4:23,38
1689,1999-11-20,Foo Fighters,Learn To Fly,3:55,52
1691,2000-12-16,Funkmaster Flex,Do You,4:14,94
1693,2000-10-07,"Gill, Vince",Feels Like Love,4:13,65
1694,2000-07-22,"Gilman, Billy",One Voice,4:07,56
1695,2000-01-15,Ginuwine,None Of Ur Friends B...,4:12,63
1696,2000-02-12,Ginuwine,The Best Man I Can B...,4:06,88
1697,2000-05-27,Goo Goo Dolls,Broadway,3:54,31
1698,2000-03-25,"Gray, Macy",I Try,3:52,20
1699,2000-04-15,"Griggs, Andy",She's More,3:19,55
1700,2000-01-22,Guy,Dancin',4:08,44
1701,2000-05-27,Hanson,This Time Around,4:14,71
1702,2000-01-01,"Hart, Beth",L.A. Song,3:47,99
1703,2000-06-03,"Heatherly, Eric",Flowers On The Wall,3:16,77
1704,2000-07-29,"Henley, Don",Taking You Home,4:08,62
1705,2000-04-22,"Herndon, Ty",No Mercy,4:43,98
1706,1999-12-11,"Hill, Faith",Breathe,4:04,35
1707,2000-09-16,"Hill, Faith",Let's Make Love,4:11,60
1708,2000-03-25,Hoku,Another Dumb Blonde,3:47,34
1710,2000-03-25,Hot Boys,I Need A Hot Girl,4:16,70
1711,2000-07-22,"Houston, Whitney",Could I Have This Ki...,3:54,59
1712,2000-03-25,"Houston, Whitney",I Learned From The B...,4:18,27
1713,1999-10-09,"Houston, Whitney",My Love Is Your Love,4:16,9
1714,2000-07-22,"Houston, Whitney","Same Script, Differe...",4:45,75
1715,1999-11-13,IMx,Stay The Night,3:37,38
1716,2000-01-08,Ice Cube,You Can Do It,4:20,40
1717,2000-07-15,Ideal,Whatever,3:48,56
1718,2000-05-06,"Iglesias, Enrique",Be With You,3:36,12
1719,2000-01-08,"Iglesias, Enrique",Rhythm Divine,7:35,39
1720,2000-01-29,J-Shin,One Night Stand,4:34,62
1721,2000-10-21,Ja Rule,Between Me And You,4:05,22
1722,2000-07-29,"Jackson, Alan",It Must Be Love,2:53,49
1723,1999-12-18,"Jackson, Alan",Pop A Top,3:04,57
1724,2000-12-09,"Jackson, Alan",www.memory,2:36,49
1725,2000-01-15,Jagged Edge,He Can't Love U,3:30,18
1726,2000-06-10,Jagged Edge,Let's Get Married,4:23,42
1727,2000-07-22,Janet,Doesn't Really Matte...,4:17,22
1728,2000-04-01,Jay-Z,Anything,3:41,74
1729,2000-05-27,Jay-Z,Big Pimpin',3:55,25
1730,2000-02-19,Jay-Z,Do It Again (Put Ya ...,3:47,84
1731,2000-09-16,Jay-Z,Hey Papi,3:40,83
1732,2000-12-02,Jay-Z,I Just Wanna Love U ...,3:50,19
1733,2000-11-11,"Jean, Wyclef",911,4:00,48
1734,2000-02-05,Joe,I Wanna Know,4:57,33
1735,2000-09-09,Joe,Treat Her Like A Lad...,4:12,64
1736,2000-05-27,"John, Elton",Someday Out Of The B...,4:41,60
1737,2000-05-27,"Jones, Donell",Where I Wanna Be,6:22,41
1738,1999-11-27,"Jordan, Montell",Get It On.. Tonite,4:34,61
1739,2000-03-11,Juvenile,U Understand,3:51,96
1740,2000-09-09,Kandi,Don't Think I'm Not,3:50,42
1741,2000-09-09,"Keith, Toby",Country Comes To Tow...,3:39,62
1742,2000-03-04,"Keith, Toby",How Do You Like Me N...,3:29,43
1743,2000-01-08,Kelis,Caught Out There,4:09,54
1745,2000-03-25,Kid Rock,Only God Knows Why,5:27,26
1746,2000-04-29,"Kravitz, Lenny",I Belong To You,4:17,83
1747,2000-04-08,Kumbia Kings,U Don't Love Me,3:50,70
1752,2000-03-04,"Lawrence, Tracy",Lessons Learned,2:55,48
1754,2000-04-22,"Levert, Gerald",Mr. Too Damn Good,4:06,86
1755,2000-09-23,Lil Bow Wow,Bounce With Me,3:22,20
1756,2000-01-08,Lil Wayne,Tha Block Is Hot,4:13,72
1757,2000-12-30,Lil' Kim,How Many Licks?,3:50,89
1758,2000-08-19,Lil' Kim,No Matter What They ...,4:12,73
1759,2000-09-16,Lil' Mo,Ta Da,4:17,95
1760,2000-09-02,Lil' Zane,Callin' Me,3:43,21
1761,2000-01-08,Limp Bizkit,N 2 Gether Now,3:55,73
1762,2000-01-08,Limp Bizkit,Re-Arranged,4:08,99
1763,2000-12-16,Limp Bizkit,Rollin',4:04,65
1764,1999-07-10,Lonestar,Amazed,4:25,33
1765,2000-01-22,Lonestar,Smile,3:33,47
1766,2000-07-15,Lonestar,What About Now,3:30,50
1767,2000-03-25,"Lopez, Jennifer",Feelin' Good,4:28,54
1768,2000-10-21,"Loveless, Patty",That's The Kind Of M...,3:27,88
1769,2000-04-22,Lox,"Ryde or Die, Chick",3:56,97
1770,2000-06-24,Lucy Pearl,Dance Tonight,3:45,49
1771,2000-11-04,Ludacris,What's Your Fantasy,4:16,40
1772,1999-12-25,M2M,Don't Say You Love M...,3:41,44
1773,2000-05-06,M2M,Mirror Mirror,3:19,68
1774,2000-08-12,Madison Avenue,Don't Call Me Baby,3:44,92
1775,2000-03-25,Madonna,American Pie,4:30,32
1776,2000-09-16,Madonna,Music,3:45,1
1778,1999-12-25,"Martin, Ricky",Shake Your Bon-Bon,3:08,39
1779,2000-11-11,"Martin, Ricky",She Bangs,4:02,16
1780,2000-04-29,Mary Mary,Shackles (Praise You...,3:12,37
1782,2000-03-11,"McBride, Martina",Love's The Only Hous...,5:13,52
1783,2000-10-14,"McBride, Martina",There You Are,3:26,64
1784,2000-06-17,"McEntire, Reba",I'll Be,4:23,64
1785,1999-12-04,"McEntire, Reba",What Do You Say,3:26,63
1786,2000-01-01,"McGraw, Tim",My Best Friend,4:33,54
1787,2000-11-25,"McGraw, Tim",My Next Thirty Years,3:37,40
1788,2000-06-17,"McGraw, Tim",Some Things Never Ch...,3:56,60
1789,2000-04-01,"McKnight, Brian",Stay Or Let It Go,4:32,88
1790,2000-03-04,"Messina, Jo Dee",Because You Love Me,3:50,55
1791,2000-07-29,"Messina, Jo Dee",That's The Way,3:17,44
1792,2000-06-17,Metallica,I Disappear,4:26,76
1793,2000-03-18,Metallica,No Leaf Clover (Live...,5:43,80
1794,2000-04-08,Montgomery Gentry,Daddy Won't Sell The...,4:18,96
1795,2000-10-14,"Montgomery, John Michael",The Little Girl,3:52,41
1796,2000-12-02,"Moore, Chante",Straight Up,3:40,83
1797,2000-07-22,"Moore, Mandy",I Wanna Be With You,4:12,42
1798,2000-10-14,"Mumba, Samantha",Gotta Tell You,3:19,25
1799,2000-11-18,Musiq,Just Friends,4:02,54
1800,2000-09-23,Mya,Case Of The Ex (What...,3:50,31
1801,2000-05-20,Mya,The Best Of Me,4:12,50
1802,2000-09-16,Mystikal,Shake Ya Ass,4:46,25
1803,2000-03-04,N'Sync,Bye Bye Bye,3:15,7
1804,2000-06-10,N'Sync,It's Gonna Be Me,3:10,19
1805,2000-11-04,N'Sync,This I Promise You,4:23,6
1806,2000-04-29,Nas,You Owe Me,3:51,59
1807,2000-06-03,Nelly,(Hot S**t) Country G...,4:17,37
1808,2000-07-01,Next,Wifey,4:03,31
1809,2000-06-10,Nine Days,Absolutely (Story Of...,3:09,34
1811,2000-08-05,No Doubt,Simple Kind Of Life,4:11,48
1812,2000-07-08,Nu Flavor,3 Little Words,3:54,90
1813,2000-12-30,"Offspring, The",Original Prankster,3:42,78
1815,2000-11-18,"Paisley, Brad",We Danced,3:45,42
1816,2000-09-02,Papa Roach,Last Resort,3:19,64
1817,2000-06-17,Pearl Jam,Nothing As It Seems,5:20,91
1818,2000-09-16,Pink,Most Girls,4:06,21
1819,2000-04-08,Pink,There U Go,3:23,7
1820,2000-08-19,"Price, Kelly",As We Lay,6:20,79
1822,2000-10-28,"Price, Kelly",You Should've Told M...,3:12,79
1823,2000-10-21,Profyle,Liar,3:57,16
1826,2000-01-29,R.E.M.,The Great Beyond,4:10,57
1827,2000-06-10,Rascal Flatts,Prayin' For Daylight,3:36,64
1828,2000-04-22,"Raye, Collin",Couldn't Last A Mome...,3:40,63
1829,2000-09-02,Red Hot Chili Peppers,Californication,5:21,77
1830,2000-03-18,Red Hot Chili Peppers,Otherside,4:13,49
1831,1999-11-20,"Rimes, LeAnn",Big Deal,3:03,48
1832,2000-10-14,"Rimes, LeAnn",Can't Fight The Moon...,3:33,99
1833,2000-07-01,"Rimes, LeAnn",I Need You,3:42,59
1834,2000-04-15,"Rogers, Kenny",Buy Me A Rose,3:46,46
1835,2000-08-05,Ruff Endz,No More,3:56,15
1836,2000-03-04,Sammie,I Like It,4:09,33
1837,2000-03-18,Santana,"Maria, Maria",4:18,3
1838,2000-05-13,Savage Garden,Crash And Burn,4:41,31
1839,1999-11-27,Savage Garden,I Knew I Loved You,4:07,13
1841,2000-08-19,SheDaisy,I Will.. But,3:40,52
1842,2000-03-11,SheDaisy,This Woman Needs,3:20,57
1844,2000-10-14,Shyne,Bad Boyz,4:22,67
1845,2000-08-05,"Simpson, Jessica",I Think I'm In Love ...,3:32,23
1846,2000-05-06,"Simpson, Jessica",Where You Are,3:51,93
1847,1999-12-25,Sisqo,Got To Get It,3:52,48
1848,2000-07-29,Sisqo,Incomplete,3:52,55
1849,2000-03-04,Sisqo,Thong Song,4:05,23
1850,2000-08-19,Sister Hazel,Change Your Mind,4:02,71
1851,1999-12-04,Smash Mouth,Then The Morning Com...,3:04,23
1853,2000-05-13,Son By Four,A Puro Dolor (Purest...,3:30,73
1854,2000-02-26,Sonique,It Feels So Good,3:48,17
1855,2000-08-12,SoulDecision,Faded,3:25,43
1856,2000-03-04,"Spears, Britney",From The Bottom Of M...,4:30,14
1857,2000-09-16,"Spears, Britney",Lucky,3:23,29
1858,2000-05-27,"Spears, Britney",Oops!.. I Did It Aga...,3:30,13
1860,2000-07-15,Splender,I Think God Can Expl...,3:55,64
1861,2000-06-17,Sting,Desert Rose,3:52,52
1862,2000-08-12,Stone Temple Pilots,Sour Girl,4:16,87
1863,2000-01-29,"Stone, Angie",No More Rain (In Thi...,4:42,60
1864,2000-09-30,"Strait, George",Go On,3:48,48
1865,2000-03-04,"Strait, George",The Best Day,3:24,44
1866,2000-02-19,Sugar Ray,Falls Apart,4:15,29
1867,2000-03-18,TLC,Dear Lie,4:36,74
1868,2000-04-29,Tamar,If You Don't Wanna L...,4:02,93
1870,2000-10-07,Third Eye Blind,Deep Inside Of You,4:10,69
1871,2000-02-26,Third Eye Blind,Never Let You Go,3:57,22
1872,2000-12-30,"Thomas, Carl",Emotional,4:31,47
1873,2000-04-29,"Thomas, Carl",I Wish,3:50,28
1874,2000-10-28,"Thomas, Carl",Summer Rain,4:57,83
1875,2000-09-30,"Tippin, Aaron",Kiss This,2:53,47
1876,1999-11-13,Train,Meet Virginia,3:55,45
1877,2000-06-24,Trick Daddy,Shut Up,4:17,83
1879,2000-09-23,"Tritt, Travis",Best Of Intentions,4:15,56
1881,2000-08-19,"Urban, Keith",Your Everything,4:10,64
1882,2000-12-09,Usher,Pop Ya Collar,3:36,79
1883,2000-04-08,"Vassar, Phil",Carlene,4:07,53
1884,2000-11-04,"Vassar, Phil",Just Another Day In ...,3:54,46
1885,2000-02-26,Vertical Horizon,Everything You Want,4:01,33
1886,2000-09-30,Vertical Horizon,You're A God,3:45,31
1887,2000-05-20,Vitamin C,Graduation (Friends ...,4:23,40
1888,2001-01-06,Vitamin C,The Itch,3:30,58
1889,2000-01-08,"Walker, Clay","Live, Laugh, Love",4:06,95
1890,2000-05-20,"Walker, Clay",The Chain Of Love,5:03,48
1891,2000-12-02,"Wallflowers, The",Sleepwalker,3:29,96
1892,2000-05-06,Westlife,Swear It Again,4:07,46
1893,1999-12-25,"Williams, Robbie",Angels,3:56,56
1894,2000-02-19,"Wills, Mark",Back At One,4:00,37
1895,2000-07-22,"Worley, Darryl",When You Need My Lov...,3:35,85
1896,2000-04-08,"Wright, Chely",It Was,3:51,69
1897,2000-06-03,Yankee Grey,Another Nine Minutes,3:10,79
1898,2000-05-06,"Yearwood, Trisha",Real Live Woman,3:55,91
1899,2000-04-22,Ying Yang Twins,Whistle While You Tw...,4:19,78
1901,2000-06-03,matchbox twenty,Bent,4:12,21
1902,2000-04-08,2 Pac,Baby Don't Cry (Keep...,4:22,99
1904,2000-05-20,3 Doors Down,Kryptonite,3:53,54
1905,2000-12-02,3 Doors Down,Loser,4:24,55
1906,2000-05-27,504 Boyz,Wobble Wobble,3:35,36
1907,2000-09-30,98^0,Give Me Just One Nig...,3:24,2
1909,2000-03-11,Aaliyah,I Don't Wanna,4:15,35
1910,2000-04-29,Aaliyah,Try Again,4:03,16
1911,2000-10-07,"Adams, Yolanda",Open My Heart,5:30,61
1912,2000-06-10,"Adkins, Trace",More,3:05,68
1913,2000-09-16,"Aguilera, Christina",Come On Over Baby (A...,3:38,11
1914,2000-05-27,"Aguilera, Christina",I Turn To You,4:00,20
1915,2000-01-08,"Aguilera, Christina",What A Girl Wants,3:18,11
1916,2000-05-20,Alice Deejay,Better Off Alone,6:50,34
1918,1999-08-28,Amber,Sexual,4:38,93
1920,2000-10-28,"Anthony, Marc",My Baby You,3:59,74
1921,2000-04-08,"Anthony, Marc",You Sang To Me,3:50,21
1922,2000-12-16,Avant,My First Love,4:28,26
1923,2000-06-10,Avant,Separated,4:13,35
1924,2000-06-10,BBMak,Back Here,3:35,28
1925,2000-11-25,"Backstreet Boys, The",Shape Of My Heart,3:49,10
1926,2000-02-12,"Backstreet Boys, The",Show Me The Meaning ...,3:54,12
1927,2000-07-08,"Backstreet Boys, The",The One,3:46,39
1928,2000-09-30,"Badu, Erkyah",Bag Lady,5:03,34
1929,2000-09-02,Baha Men,Who Let The Dogs Out,3:17,61
1930,2000-10-21,Barenaked Ladies,Pinch Me,3:46,33
1931,2000-12-02,Beenie Man,Girls Dem Sugar,4:17,54
1932,2000-07-01,Before Dark,Monica,4:04,91
1934,2000-06-03,Big Punisher,It's So Hard,3:25,76
1935,2000-04-15,Black Rob,Whoa!,4:04,43
1936,2000-04-01,"Black, Clint",Been There,5:28,51
1937,1999-12-04,Blaque,Bring It All To Me,3:46,17
1938,1999-12-25,"Blige, Mary J.",Deep Inside,5:26,64
1939,2000-05-27,"Blige, Mary J.",Give Me You,5:00,89
1940,2000-01-15,Blink-182,All The Small Things,2:52,50
1941,2000-04-29,Bloodhound Gang,The Bad Touch,4:20,72
1942,2000-09-23,Bon Jovi,It's My Life,3:44,36
1943,2000-04-29,"Braxton, Toni",He Wasn't Man Enough,4:21,3
1944,2000-09-09,"Braxton, Toni",Just Be A Man About ...,4:10,32
1947,2000-05-20,"Brock, Chad",Yes!,3:22,39
1948,2000-07-22,Brooks & Dunn,You'll Always Be Lov...,2:58,82
1950,2000-03-11,"Byrd, Tracy",Put Your Hand In Min...,4:30,92
1951,2000-12-02,"Cagle, Chris",My Love Goes On And ...,3:02,76
1952,2000-11-25,Cam'ron,What Means The World...,4:38,88
1953,2000-08-05,"Carey, Mariah",Crybaby,5:19,95
1954,2000-01-22,"Carey, Mariah",Thank God I Found Yo...,4:14,26
1955,2000-10-07,"Carter, Aaron",Aaron's Party (Come ...,3:23,43
1956,2000-08-05,"Carter, Torrey",Take That,3:43,99
1957,2000-11-11,Changing Faces,That Other Woman,4:00,65
1958,2000-12-02,"Chesney, Kenny",I Lost It,3:54,47
1959,2000-05-13,"Chesney, Kenny",What I Need To Do,4:05,62
1960,2000-12-30,Clark Family Experience,Meanwhile Back At Th...,2:56,82
1962,2000-09-16,Common,The Light,3:55,49
1963,1999-12-18,Counting Crows,Hanginaround,4:07,35
1964,1999-10-23,Creed,Higher,5:16,56
1965,2000-06-24,Creed,With Arms Wide Open,3:52,74
1966,2000-11-04,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,85
1968,2000-03-04,D'Angelo,Untitled (How Does I...,7:10,28
1969,2000-04-08,DMX,Party Up (Up In Here...,3:45,38
1970,2000-08-12,DMX,What You Want,4:05,62
1971,2000-02-26,DMX,What's My Name,3:50,76
1972,2000-04-08,Da Brat,That's What I'm Look...,3:44,63
1973,2000-07-15,Da Brat,What'Chu Like,3:57,41
1974,2000-05-06,"Davidson, Clay",Unconditional,3:56,74
1976,2000-11-04,Destiny's Child,Independent Women Pa...,3:38,7
1977,2000-06-24,Destiny's Child,Jumpin' Jumpin',3:48,40
1978,2000-02-05,Destiny's Child,Say My Name,4:31,16
1979,2000-09-23,"Diffie, Joe",It's Always Somethin...,2:55,63
1981,1999-12-25,"Dion, Celine",That's The Way It Is,4:03,30
1982,2000-08-05,"Dixie Chicks, The",Cold Day In July,5:12,65
1983,2000-01-08,"Dixie Chicks, The",Cowboy Take Me Away,4:51,52
1984,2000-04-29,"Dixie Chicks, The",Goodbye Earl,4:19,20
1985,2000-11-18,"Dixie Chicks, The",Without You,3:32,48
1986,2000-03-04,Dr. Dre,Forgot About Dre,3:42,30
1987,2000-07-08,Dr. Dre,The Next Episode,2:38,32
1988,2000-03-25,Drama,"Left, Right, Left",3:37,80
1989,2000-11-11,Dream,He Loves U Not,3:43,32
1990,2000-02-19,"Eastsidaz, The",G'D Up,4:27,47
1992,2000-01-22,Eiffel 65,Blue,3:29,9
1993,2000-01-08,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,5
1994,2000-12-16,Eminem,Stan,5:26,51
1995,2000-06-17,Eminem,The Real Slim Shady,4:42,6
1996,2000-10-07,Eminem,The Way I Am,4:40,59
1999,2000-12-02,"Evans, Sara",Born To Fly,5:36,46
2001,2000-02-19,Eve,Love Is Blind,3:51,34
2002,2000-08-19,Everclear,Wonderful,4:30,24
2003,2000-07-22,"Fabian, Lara",I Will Love Again,3:43,45
2004,1999-12-25,Fatboy Slim,The Rockafeller Skan...,4:00,83
2005,2000-01-08,Filter,Take A Picture,4:23,34
2006,1999-11-27,Foo Fighters,Learn To Fly,3:55,42
2008,2000-12-23,Funkmaster Flex,Do You,4:14,100
2010,2000-10-14,"Gill, Vince",Feels Like Love,4:13,59
2011,2000-07-29,"Gilman, Billy",One Voice,4:07,56
2012,2000-01-22,Ginuwine,None Of Ur Friends B...,4:12,48
2013,2000-02-19,Ginuwine,The Best Man I Can B...,4:06,85
2014,2000-06-03,Goo Goo Dolls,Broadway,3:54,29
2015,2000-04-01,"Gray, Macy",I Try,3:52,15
2016,2000-04-22,"Griggs, Andy",She's More,3:19,52
2017,2000-01-29,Guy,Dancin',4:08,58
2018,2000-06-03,Hanson,This Time Around,4:14,95
2019,2000-01-08,"Hart, Beth",L.A. Song,3:47,98
2020,2000-06-10,"Heatherly, Eric",Flowers On The Wall,3:16,72
2021,2000-08-05,"Henley, Don",Taking You Home,4:08,58
2022,2000-04-29,"Herndon, Ty",No Mercy,4:43,94
